208,sober,しらふの、真面目な・冷静な
209,privilege,特権、特典
210,trespass,不法侵入する、侵害する
211,procession,行列、進行
212,vain,うぬぼれの強い、むなしい・無駄な
213,confer,授与する、協議する
214,deceive,だます、欺く
215,allegation,申し立て、主張（特に根拠の薄い）
216,affiliate,提携させる、系列会社・支部
217,prolong,延長する、長引かせる
218,overhaul,徹底的に見直す・整備する、総点検
219,deduct,差し引く、控除する
220,feasible,実行可能な、実現できる
221,mercy,慈悲、情け、容赦
222,oppress,抑圧する、圧迫する
223,entrust,任せる、委ねる
224,sturdy,頑丈な、たくましい
225,cynical,冷笑的な、皮肉な・ひねくれた
226,conspire,共謀する、陰謀を企てる
227,exert,働かせる、行使する、努力を尽くす
228,grumble,不平を言う、ぶつぶつ文句を言う
229,prosecute,起訴する、訴追する
230,delegate,代表者、代理人、委任する
231,tremble,震える、おびえる
232,earnest,まじめな、真剣な
233,generate,生み出す、発生させる
234,threaten,脅す、〜のおそれがある
235,boost,押し上げる、増加させる、後押し
236,donate,寄付する、提供する
237,evolve,進化する、発展させる
238,interact,相互作用する、交流する
239,predator,捕食動物、略奪者
240,capacity,容量、能力、収容人数
241,mainstream,主流（の）
242,accommodate,収容する、（人の希望などに）応じる・便宜を図る
243,expertise,専門知識、専門技術
244,graze,草を食べる、草を食べさせる、（皮膚を）かすり傷にする
245,erupt,噴火する、勃発する
246,withstand,耐える、持ちこたえる
247,fascination,魅了、強い関心・魅力
248,classify,分類する、機密扱いにする
249,alternate,交互の、代わりの、交替する
250,fundamental,基本的な、根本的な、基本
251,venue,会場、開催地
252,optional,任意の、選択の
253,validity,有効性、妥当性
254,leak,漏れる、漏らす、漏れ
255,considerate,思いやりのある、気配りのできる
256,outweigh,〜より重い、〜より重要・有利である
257,wholesale,卸売り（の）、大規模な
258,withdraw,引き出す、撤退する、取り下げる
259,dock,波止場、埠頭、ドックに入れる
260,deceased,亡くなった、故人
261,recruitment,募集、採用活動
262,adaptation,適応、脚色・翻案
263,prime,最も重要な、最良の、準備させる
264,faculty,（大学の）学部、教職員、能力
265,objective,目的、目標、客観的な
266,artifact,人工遺物、工芸品、人工物
267,verbal,言葉の、口頭の
268,endeavor,努力、試み、努力する
269,devoted,献身的な、熱心な
270,diploma,卒業証書、学位・資格証書
271,dictate,書き取らせる、命令する、決定づける
272,compensate,補償する、埋め合わせる
273,urgency,緊急性、切迫感
274,sneak,こそこそ行く、盗む、こそこそした人
275,heap,山、山積み、積み上げる
276,ethical,倫理的な、道徳上の
277,consensus,総意、合意
278,sentimental,感傷的な、情にもろい
279,apparent,明らかな、見かけ上の
280,subsidize,補助金を与える、助成する
281,captive,捕らわれの、捕虜・捕獲されたもの
282,applaud,拍手する、称賛する
283,forthcoming,今度の、来たる、率直な
284,trigger,引き金、きっかけ、引き起こす
285,deficit,赤字、不足
286,stain,汚れ、染み、汚す・染める
287,oversight,見落とし、監督
288,defendant,被告
289,fragment,破片、断片、砕ける
290,disastrous,壊滅的な、悲惨な
291,invoice,請求書
292,elevate,持ち上げる、昇格させる、高める
293,irrigate,灌漑する、水を引く
294,nuisance,迷惑な人・物、厄介者
295,dejected,落胆した、意気消沈した
296,consecutive,連続した、連続の
297,wretched,みじめな、ひどく不快な
298,distort,歪める、ねじ曲げる
299,verify,確認する、検証する
300,punctuality,時間厳守、時間に正確なこと
301,courtesy,礼儀正しさ、丁寧さ、好意
302,foe,敵、仇
303,crooked,曲がった、不正直な
304,famine,飢饉、極度の食糧不足
305,waver,揺らぐ、迷う
306,indebted,恩義がある、借金がある
307,indifferent,無関心な、どうでもよいと思っている
308,gracious,親切な、上品な・優雅な
309,unwarranted,不当な、根拠のない
310,refrain,（〜を）差し控える、控える
311,foresight,先見の明、洞察力
312,consolidate,統合する、強化する・固める
313,botanical,植物の、植物学の
314,axis,軸、中心線
315,inscription,銘文、刻まれた文字
316,minute,非常に小さい・細かい、分
317,archive,公文書保管所、アーカイブ・記録
318,ascent,上昇、登り、登山
319,abruptly,突然に、不意に
320,proficient,熟達した、堪能な
321,dispense,分配する、（withと）〜なしで済ます
322,eloquent,雄弁な、説得力のある
323,vandalize,器物を故意に破損する・落書きする
324,mediocre,平凡な、並みの
325,outgoing,社交的な、外向的な、退任する
326,plunge,突っ込む、急落する、飛び込み
327,stern,厳しい、いかめしい
328,insistent,しつこく主張する、強く求める
329,frailty,弱さ、もろさ、欠点
330,outsmart,出し抜く、〜より賢く立ち回る
331,casualty,死傷者、（事故・戦争の）犠牲者
332,narrative,物語、話、物語的な
333,bewilder,当惑させる、混乱させる
334,void,空（から）の、無効の、空虚、欠如
335,hinder,妨げる、阻む
336,perpetual,絶え間ない、永続する
337,phobia,恐怖症、強い嫌悪
338,sibling,きょうだい
339,orphan,孤児、孤児にする
340,elaborate,手の込んだ、念入りな、詳しく述べる
341,autograph,サイン、自筆、サインする
342,envelop,包む、包み込む
343,prevail,普及する、勝る・打ち勝つ
344,gratuity,心づけ、チップ、退職金
345,startle,びっくりさせる、驚かす
346,outcast,のけ者、追放された人
347,stagger,よろめく、ぐらつかせる、愕然とさせる
348,resolute,断固とした、固い決意の
349,dread,ひどく恐れる、恐怖・不安
350,fabricate,でっち上げる、製造する
351,compression,圧縮、圧迫
352,hysterical,ヒステリックな、我を忘れたような
353,buzz,ブンブンいう音、うわさ話、ざわめき
354,chatter,ぺちゃくちゃしゃべる、おしゃべり
355,dodge,素早く避ける、ごまかす、回避
356,tickle,くすぐる、（興味などを）そそる
357,integral,不可欠な、完全な
358,adverse,不利な、好ましくない、逆の
359,dismal,陰鬱な、お粗末な・ひどい
360,contagious,伝染性の、感染しやすい、（感情などが）うつりやすい
361,fusion,融合、合体
362,exile,追放、亡命者、追放する
363,clerical,事務の、聖職者の
364,nurture,育てる、養育する、育成
365,finite,有限の
366,simultaneous,同時の、同時に起こる
367,charitable,慈善の、寛大な
368,strive,努力する、奮闘する
369,materialistic,物質主義の、拝金主義の
370,humidity,湿度、湿気
371,touchy,神経質な、怒りっぽい、デリケートな
372,apprentice,見習い、徒弟
373,eccentric,風変わりな、奇妙な、変わり者
374,reputable,評判の良い、信頼できる
375,pious,敬虔な、信心深い、もっともらしい
376,scrub,ごしごし洗う、こする
377,shatter,粉々にする、打ち砕く
378,detach,切り離す、分離する
379,underlying,根本的な、根底にある、下にある
380,treacherous,裏切りの、危険な・油断ならない
381,instill,徐々に教え込む、染み込ませる
382,growl,うなる、うなり声をあげる
383,entangle,もつれさせる、巻き込む
384,convince,納得させる、確信させる
385,habitat,生息地、生育環境
386,ensure,保証する、確実にする
387,adopt,採用する、養子にする
388,emission,放出、排出（物）
389,ingredient,材料、成分
390,excessive,過度の、行き過ぎた
391,drawback,欠点、不利な点、障害
392,abandon,見捨てる、放棄する
393,drought,干ばつ、ひどい水不足
394,remote,遠く離れた、へんぴな、（可能性が）わずかな
395,inquiry,問い合わせ、調査・取り調べ
396,endangered,絶滅の危機にある、絶滅危惧の
397,combat,戦闘、闘い、戦う・防ぐ
398,resistant,抵抗力のある、〜に強い
399,conservation,保護、保存（環境・資源などの）
400,infectious,伝染性の、感染力のある
401,controversial,物議をかもす、論争の的となる
402,resort,行楽地・保養地、（to〜で）〜に訴える・頼る
403,transform,変形させる、一変させる
404,brochure,パンフレット、小冊子
405,subscription,購読（料）、会費・加入
406,hazardous,危険な、有害な
407,inaccurate,不正確な、間違いのある
408,hostile,敵意のある、敵対的な
409,frustrated,欲求不満の、いら立った
410,underrate,過小評価する、軽く見る
411,merge,合併する、一つになる・させる
412,distract,気をそらす、注意を散らす
413,browse,ざっと目を通す、（ネットなどを）閲覧する
414,circulation,循環、発行部数、流通
415,admission,入場（料）、入学・入会、認めること
416,digestion,消化、理解
417,alteration,変更、改変
418,violation,違反、侵害
419,suspend,一時停止する、停職・停学にする、吊るす
420,transaction,取引、売買
421,coverage,（報道の）取材・報道範囲、（保険の）補償範囲
422,incentive,動機付け、奨励金・報奨
423,diagnose,診断する
424,hesitant,ためらっている、躊躇している
425,downturn,後退、不況・落ち込み
426,evacuate,避難させる、退避する
427,assert,主張する、断言する
428,hygiene,衛生（状態）
429,breakthrough,大きな進歩、飛躍的発見・突破口
430,epidemic,流行病、（望ましくないものの）流行
431,accusation,非難、告発・罪状
432,spoil,台無しにする、（子どもを）甘やかす、腐る
433,consultation,相談、診察、協議
434,immigrate,移住してくる、移民として入る
435,exhaust,疲れ果てさせる、使い尽くす
436,upbringing,育ち方、しつけ・養育
437,neglect,怠る、無視する、放置
438,prescribe,処方する、指示する・規定する
439,informative,有益な情報を与える、ためになる
440,unearth,掘り出す、発掘する、明るみに出す
441,prospect,見込み、可能性、展望
442,stem,茎、（from〜で）〜から生じる、食い止める
443,obligation,義務、責任
444,divert,そらす、迂回させる、気分転換させる
445,sustain,維持する、支える、被る（損害など）
446,residential,住宅の、居住用の
447,reign,統治する、支配する、在位期間
448,dilemma,ジレンマ、板挟みの状態
449,overstate,誇張して言う、大げさに言う
450,irritate,いらだたせる、刺激する
451,alliance,同盟、提携
452,compliment,ほめ言葉、賛辞、ほめる
453,narrowly,かろうじて、間一髪で、狭く
454,disrupt,混乱させる、中断させる
455,prosper,繁栄する、成功する
456,irrational,非合理的な、理性を欠いた
457,devastate,壊滅させる、打ちのめす
458,virtually,ほとんど、事実上
459,mobility,移動性、流動性、機動性
460,modify,修正する、緩和する
461,quota,割り当て、ノルマ
462,exotic,異国風の、エキゾチックな
463,preservative,保存料、防腐剤
464,oversee,監督する、見張る
465,disturbance,妨害、騒ぎ、乱れ
466,competent,有能な、能力のある
467,substitute,代わりのもの・人、代用する
468,distinguish,区別する、見分ける、際立たせる
469,attribute,〜のせいにする、〜に帰する、特質・属性
470,passionate,情熱的な、熱烈な
471,doom,運命づける（多くは悪い運命）、破滅・悲運
472,precedent,前例、先例
473,misleading,紛らわしい、誤解を招く
474,literally,文字通りに、本当に
475,patent,特許、特許権、明白な
476,fatigue,疲労、疲れさせる
477,convey,伝える、運ぶ
478,intentionally,意図的に、わざと
479,migration,移住、移動（鳥などの渡りも含む）
480,perch,（鳥などが）とまる、高い所に腰を下ろす、止まり木
481,sue,訴える、告訴する
482,indispensable,不可欠な、なくてはならない
483,array,ずらりと並んだもの、配列、整列させる
484,aspire,切望する、強く望む
485,invariably,いつも、例外なく
486,subsequent,その後の、続いて起こる
487,furnished,家具付きの
488,boast,自慢する、誇りにする、自慢の種
489,privatize,民営化する
490,dominance,支配、優勢
491,envision,思い描く、想像する
492,probability,確率、見込み
493,selective,選択的な、えり好みする
494,discouraging,がっかりさせる、気をくじくような
495,faulty,欠陥のある、誤った
496,uproot,根こそぎにする、（人を）住み慣れた土地から追い立てる
497,memoir,回想録、自伝的記録
498,initiate,始める、入会させる・入門させる
499,dent,へこみ、へこませる、減少・損害
500,likeness,似ていること、肖像
501,idealistic,理想主義の
502,collaborate,共同で行う、協力する、共著する
503,erode,浸食する、徐々に弱める・損なう
504,amicable,友好的な、円満な
505,odor,におい（多くは悪臭）
506,reinforce,強化する、補強する
507,facilitate,容易にする、促進する
508,accumulate,蓄積する、積もる
509,duration,期間、継続時間
510,commemorate,記念する、祝う
511,submission,提出（物）、服従
512,observance,順守、遵守、（行事などの）執行
513,quote,引用する、見積もる、引用句・相場
514,rusty,さびついた、（技能などが）なまった
515,illiterate,読み書きのできない、無学な
516,cite,引用する、引き合いに出す
517,assure,保証する、確信させる、安心させる
518,testament,証拠、証し、遺言（書）
519,collide,衝突する、ぶつかる
520,annoyance,いら立ち、迷惑なもの・人
521,inventory,在庫、在庫一覧表
522,spotless,汚れ一つない、非常に清潔な
523,kinship,血縁関係、つながり・親近感
524,chronological,年代順の、時系列の
525,bleak,荒涼とした、希望のない・暗い
526,calamity,大災害、大惨事
527,clutter,散らかり、乱雑、散らかす
528,coincidence,偶然の一致、同時に起こること
529,knot,結び目、こぶ、難題・しこり
530,afflict,苦しめる、悩ます
531,formidable,手強い、恐るべき、圧倒されるような
532,paraphrase,言い換える、言い換え・意訳
533,remainder,残り、余り
534,converge,一つに集まる、収束する
535,admittedly,確かに、誰もが認めるように
536,traitor,裏切り者、反逆者
537,indisputable,議論の余地のない、明白な
538,overcast,曇った、どんよりした
539,preoccupied,頭がいっぱいで、気を取られている
540,ironic,皮肉な、逆説的な
541,ingenuity,創意工夫、独創性
542,endow,与える、寄付する、（才能などを）授ける
543,intervene,介入する、仲裁する
544,hospitality,もてなし、厚遇
545,uplifting,励みになる、心を高揚させる
546,synchronize,同時に起こるようにする、同期させる
547,censor,検閲官、検閲する
548,burglary,侵入盗、押し込み強盗
549,sizzle,ジュージュー音を立てる
550,prominence,目立つこと、卓越、突起
551,timid,臆病な、気の小さい
552,disclose,公表する、明らかにする
553,authorize,権限を与える、認可する
554,mock,あざ笑う、まねをしてからかう、偽の
555,preconceived,あらかじめ抱いた、先入観の
556,devour,むさぼり食う、（本などを）むさぼり読む
557,gush,どっと流れ出る、あふれ出るように話す
558,plague,疫病、悩みの種、悩ます・苦しめる
559,sob,すすり泣く、泣きじゃくる
560,unorthodox,型破りの、正統でない
561,malicious,悪意のある、意地の悪い
562,scrutiny,精査、綿密な調査
563,profess,公言する、〜であると称する
564,incomprehensible,理解不能な、わけのわからない
565,reap,刈り取る、（利益などを）得る
566,ample,豊富な、十分すぎるほどの
567,miscellaneous,種々雑多な、いろいろ混ざった
568,articulate,はっきり話す、明確に表現する、明瞭な
569,allocate,割り当てる、配分する
570,wag,（しっぽ・指などを）振る、（しっぽなどの）振り
571,remorseful,後悔している、自責の念にかられた
572,crave,切望する、渇望する
573,amenity,快適さ、生活を快適にする設備
574,evaporate,蒸発する、消えてなくなる
575,apprehension,不安・懸念、理解、逮捕
576,dip,ちょっと浸す、少し下がる、下落
577,excerpt,抜粋、引用
578,ordeal,厳しい試練、辛い体験
579,mourn,嘆き悲しむ、悼む
580,autopsy,検死、解剖
581,fury,激しい怒り、激しさ
582,abort,中止する、流産させる・流産する
583,pretext,口実、言い訳
584,recurrent,再発する、繰り返し起こる
585,folklore,民話、民間伝承
586,installment,分割払いの一回分、（連載・シリーズの）一回分
587,amendment,改正、修正（案）
588,conceited,うぬぼれた、自惚れの強い
589,intoxicated,酔った、有頂天になった
590,supernatural,超自然の、不可思議な
591,deception,だますこと、欺き
592,drastic,徹底的な、思い切った・過激な
593,inherent,本来備わっている、生まれつきの
594,ballot,投票、投票用紙
595,plea,嘆願、懇願、（法廷での）答弁・申し立て
596,loathe,ひどく嫌う、嫌悪する
597,secluded,人里離れた、隔離された
598,herald,先触れ、前触れ、告げる・予告する
599,paranoid,被害妄想的な、極端に疑り深い
600,shortfall,不足、不足額
601,integrity,高潔さ、誠実さ、完全性
602,fanatical,狂信的な、熱狂的な
603,defy,逆らう、無視する
604,arc,弧、弓形
605,debatable,議論の余地がある
606,rapidity,速さ、迅速さ
607,crumble,ぼろぼろに崩れる、崩す
608,pending,未決の、〜を待っている状態の
609,embark,乗り出す、（船・飛行機に）乗り込む
610,overpower,圧倒する、打ち負かす
611,breach,違反、破ること（契約・規則など）、裂け目
612,improper,不適切な、不作法な
613,superstition,迷信
614,entrepreneur,起業家
615,rational,理性的な、合理的な
616,disposable,使い捨ての、自由に使える
617,intelligible,理解できる、わかりやすい
618,applicable,適用できる、当てはまる
619,uproar,大騒ぎ、騒動
620,humanitarian,人道的な、人道主義者
621,upside,良い面、利点
622,intricate,複雑な、込み入った
623,endure,耐える、持ちこたえる
624,mobilize,動員する、（人を）駆り立てる
625,compatible,互換性のある、気が合う
626,flattery,お世辞、おべっか
627,concession,譲歩、認めること
628,glare,ぎらぎらする光、にらみつけること
629,abstain,（from）控える、棄権する
630,scanty,乏しい、わずかな
631,condensation,凝結、（文章などの）要約
632,haven,避難所、安息の地
633,assorted,より取り合わせた、いろいろ混ざった
634,preclude,妨げる、不可能にする
635,tolerable,耐えられる、我慢できる
636,yardstick,尺度、基準
637,mischievous,いたずら好きな、いたずらっぽい
638,bid,入札、試み、値をつける・入札する
639,cease,やむ、やめる・終える
640,persistent,しつこい、根強い、持続する
641,resignation,辞職、諦め・甘受
642,hypocritical,偽善的な
643,deserted,人けのない、見捨てられた
644,savage,野蛮な、どう猛な
645,confront,直面する、立ち向かう
646,shriek,悲鳴を上げる、金切り声をあげる
647,patriot,愛国者
648,reckless,無謀な、向こう見ずな
649,stingy,けちな
650,lament,嘆く、悲しむ、嘆き
651,ranger,レンジャー、森林警備隊員・管理官
652,arouse,呼び起こす、刺激する
653,foil,（計画などを）くじく、挫折させる
654,contaminate,汚染する、汚す
655,implication,含意、暗示、（好ましくない）影響・関与
656,stoically,じっと我慢して、平然と
657,conditional,条件付きの、条件次第の
658,archaic,古風な、古めかしい
659,ascertain,確かめる、突き止める
660,observant,観察力の鋭い、（規則などを）よく守る
661,rhetoric,美辞麗句、修辞（学）
662,cramp,けいれん、こむら返り、締め付ける
663,audible,聞こえる
664,resurgence,再起、復活
665,standstill,休止、行き詰まり、停止状態
666,immortality,不死、不滅
667,potent,強力な、効果の強い
668,inevitably,必然的に、避けられず
669,curfew,外出禁止令、門限
670,nominate,指名する、推薦する
671,depiction,描写、表現
672,deliberately,故意に、慎重に
673,remnant,残り、名残、残り物
674,precaution,予防策、用心
675,catastrophe,大惨事、大災害
676,intimidate,怖がらせる、脅す
677,sluggish,動きの鈍い、不活発な
678,mediator,仲介者、調停者
679,moderation,節度、適度
680,shrewd,抜け目のない、洞察力のある
681,loophole,抜け穴、逃げ道
682,poach,密猟する、（人材などを）引き抜く
683,insoluble,解けない、解決不能な
684,anecdote,逸話、小話
685,yearn,切望する、強くあこがれる
686,diligent,勤勉な、よく努力する
687,industrialize,工業化する
688,generalization,一般化、概括
689,idle,働いていない、怠けている、遊んでいる
690,forge,鍛造する、築き上げる、偽造する
691,intermittently,断続的に、とぎれとぎれに
692,constitute,構成する、〜とみなされる
693,inhospitable,（土地が）過酷な、もてなしの悪い
694,lure,おびき寄せる、誘惑する、誘惑（するもの）
695,traumatic,トラウマになる、精神的外傷を与える
696,discredit,信用を傷つける、疑いをかける
697,ambiguous,あいまいな、はっきりしない
698,autonomy,自治、自律
699,autobiography,自伝
700,contradictory,矛盾した、食い違う
701,roster,名簿、人員表
702,nauseous,吐き気のする、むかつく
703,coherent,首尾一貫した、筋の通った
704,quest,探求、追求
705,acute,鋭い、激しい、（病気が）急性の
706,exaggeration,誇張
707,ridicule,あざ笑う、嘲笑する、嘲り
708,bashful,恥ずかしがり屋の、内気な
709,familiarize,慣れさせる、親しませる
710,prone,〜しがちな、〜になりやすい
711,estimation,評価、見積もり、判断
712,avail,役に立つ、効用
713,compel,強いる、無理やり〜させる
714,indicative,示している、〜の表れである
715,receptive,受け入れの良い、感受性の強い
716,immerse,浸す、没頭させる
717,batch,一団、一括、一度分
718,verge,瀬戸際、境目、端（on the verge of〜
719,appreciative,ありがたく思う、鑑賞眼のある
720,conceal,隠す、隠蔽する
721,endorse,支持する、是認する、裏書きする、（商品を）推奨する
722,tragic,悲劇的な、痛ましい
723,harass,悩ます、嫌がらせをする
724,tender,優しい、柔らかい、（入札の）入札
725,feeble,弱々しい、かすかな
726,foster,育てる、育成する、里親の
727,magnify,拡大する、大げさに言う
728,testimony,証言、証拠
729,soak,浸す、びしょ濡れにする、染み込む
730,grant,与える、認める、助成金
731,boundary,境界（線）、限界
732,scatter,まき散らす、散らばる
733,overload,過重にする、負荷をかけすぎる
734,confine,閉じ込める、限定する
735,litter,ゴミ、ごみを散らかす
736,dispatch,派遣する、発送する、派遣・急送
737,arrogant,傲慢な、尊大な
738,awkward,気まずい、ぎこちない、不器用な
739,tame,飼いならされた、おとなしい、飼いならす
740,penetrate,貫く、入り込む、浸透する
741,suppress,抑える、鎮圧する、抑圧する
742,rigid,硬い、厳格な、柔軟性のない
743,disgrace,不名誉、恥、面目を失わせる
744,restrain,抑える、制止する
745,abolish,廃止する
746,friction,摩擦、不和
747,coarse,粗い、ざらざらした、下品な
748,cowardly,臆病な、卑怯な
749,petty,ささいな、器の小さい
750,detention,拘留、居残り（罰）
751,blunt,切れ味の鈍い、ぶっきらぼうな
752,vigorous,精力的な、活発な
753,pierce,突き刺す、穴をあける
754,revolt,反乱を起こす、むかつかせる
755,twist,ねじる、ひねる、ゆがめる
756,shelter,避難所、住まい、保護・避難させる
757,collapse,崩壊する、倒れる、崩す
758,pursue,追求する、追跡する
759,appliance,（家庭用の）器具、電化製品
760,imitate,まねる、模倣する
